value,bid_q1,ask_q1,bid_q2,ask_q2,bid_q3,ask_q3,bid_q4,ask_q4,bid_q5,ask_q5,date
0,0,0,0,7,0,16,0,0,0,0,2023-12-13
1,48,46,0,0,0,0,0,0,0,0,2023-12-13
2,21,7,0,0,0,0,0,0,0,0,2023-12-13
3,0,6,0,0,0,0,0,0,0,0,2023-12-13
4,10,0,0,0,0,0,0,0,0,0,2023-12-13
5,4,1,0,8,0,2,0,0,0,0,2023-12-13
6,1,1,0,0,0,0,0,0,0,0,2023-12-13
7,0,0,0,0,0,0,0,0,0,0,2023-12-13
8,0,0,0,0,0,0,0,0,0,0,2023-12-13
9,12,0,0,0,0,0,0,0,0,0,2023-12-13
10,0,3,0,0,0,0,0,0,0,0,2023-12-13
11,2,3,0,0,0,0,0,0,0,0,2023-12-13
12,0,4,0,0,0,0,0,0,0,0,2023-12-13
13,0,0,0,0,0,0,0,0,0,0,2023-12-13
14,3,1,0,0,0,0,0,0,0,0,2023-12-13
15,0,7,0,0,0,0,0,0,0,0,2023-12-13
16,2,0,0,0,0,0,0,0,0,0,2023-12-13
17,0,3,0,0,0,0,0,0,0,0,2023-12-13
18,2,1,0,0,0,0,0,0,0,0,2023-12-13
19,4,0,0,0,0,0,0,0,0,0,2023-12-13
20,21,12,0,0,0,0,0,0,0,0,2023-12-13
21,10,7,0,0,0,0,0,0,0,0,2023-12-13
22,0,2,0,0,0,0,0,0,0,0,2023-12-13
23,0,2,0,0,0,0,0,0,0,0,2023-12-13
24,17,0,0,0,0,0,0,0,0,0,2023-12-13
25,1,0,0,0,0,0,0,0,0,0,2023-12-13
26,1,1,0,0,0,0,0,0,0,0,2023-12-13
27,10,3,0,0,0,0,0,0,0,0,2023-12-13
28,0,1,0,0,0,0,0,0,0,0,2023-12-13
29,8,0,0,0,0,0,0,0,0,0,2023-12-13
30,2,0,0,0,0,0,0,0,0,0,2023-12-13
31,0,0,0,0,0,0,0,0,0,0,2023-12-13
32,2,3,0,0,0,0,0,0,0,0,2023-12-13
33,0,0,0,0,0,0,0,0,0,0,2023-12-13
34,0,0,0,0,0,0,0,0,0,0,2023-12-13
35,1,0,0,0,0,0,0,0,0,0,2023-12-13
36,0,0,0,0,0,0,0,0,0,0,2023-12-13
37,2,0,0,0,0,0,0,0,0,0,2023-12-13
38,7,0,0,0,0,0,0,0,0,0,2023-12-13
39,1,0,0,0,0,0,0,0,0,0,2023-12-13
40,22,0,0,0,0,0,0,0,0,0,2023-12-13
41,4,5,0,0,0,0,0,0,0,0,2023-12-13
42,2,0,0,0,0,0,0,0,0,0,2023-12-13
43,0,0,0,0,0,0,0,0,0,0,2023-12-13
44,1,0,0,0,0,0,0,0,0,0,2023-12-13
45,0,0,0,0,0,0,0,0,0,0,2023-12-13
46,0,0,0,0,0,0,0,0,0,0,2023-12-13
47,0,0,0,0,0,0,0,0,0,0,2023-12-13
48,3,0,0,0,0,0,0,0,0,0,2023-12-13
49,0,0,0,0,0,0,0,0,0,0,2023-12-13
50,4,0,0,0,0,0,0,0,0,0,2023-12-13
51,0,1,0,0,0,0,0,0,0,0,2023-12-13
52,4,0,0,0,0,0,0,0,0,0,2023-12-13
53,0,0,0,0,0,0,0,0,0,0,2023-12-13
54,26,0,0,0,0,0,0,0,0,0,2023-12-13
55,0,0,0,0,0,0,0,0,0,0,2023-12-13
56,0,0,0,17,0,28,0,0,0,0,2023-12-13
57,0,0,0,0,0,0,0,0,0,0,2023-12-13
58,0,0,0,3,0,0,0,0,0,0,2023-12-13
59,0,4,0,0,0,0,0,0,0,0,2023-12-13
60,0,4,0,0,0,0,0,0,0,0,2023-12-13
61,0,0,0,0,0,0,0,0,0,0,2023-12-13
62,0,0,0,0,0,0,0,0,0,0,2023-12-13
63,1,1,0,0,0,0,0,0,0,0,2023-12-13
64,0,8,0,0,0,0,0,0,0,0,2023-12-13
65,0,2,0,0,0,0,0,0,0,0,2023-12-13
66,0,0,0,0,0,0,0,0,0,0,2023-12-13
67,0,0,0,0,0,0,0,0,0,0,2023-12-13
68,0,0,0,0,0,0,0,0,0,0,2023-12-13
69,0,0,0,0,0,0,0,0,0,0,2023-12-13
70,4,9,0,0,0,0,0,0,0,0,2023-12-13
71,0,6,0,0,0,0,0,0,0,0,2023-12-13
72,0,0,0,0,0,0,0,0,0,0,2023-12-13
73,6,2,0,0,0,0,0,0,0,0,2023-12-13
74,4,5,0,0,0,0,0,0,0,0,2023-12-13
