value,bid_q1,ask_q1,bid_q2,ask_q2,bid_q3,ask_q3,bid_q4,ask_q4,bid_q5,ask_q5,date
0,0,0,0,0,0,0,0,0,0,0,2024-09-19
1,109,239,0,0,0,0,0,0,0,0,2024-09-19
2,3,2,0,0,0,0,0,0,0,0,2024-09-19
3,0,0,0,0,0,0,0,0,0,0,2024-09-19
4,2,5,0,0,0,0,0,0,0,0,2024-09-19
5,0,0,0,0,0,0,0,0,0,0,2024-09-19
6,0,1,0,0,0,0,0,0,0,0,2024-09-19
7,0,4,0,0,0,0,0,0,0,0,2024-09-19
8,0,3,0,0,0,0,0,0,0,0,2024-09-19
9,12,0,0,0,0,0,0,0,0,0,2024-09-19
10,0,0,0,0,0,0,0,0,0,0,2024-09-19
11,1,0,0,0,0,0,0,0,0,0,2024-09-19
12,9,0,0,0,0,0,0,0,0,0,2024-09-19
13,19,0,0,0,0,0,0,0,0,0,2024-09-19
14,0,0,0,0,0,0,0,0,0,0,2024-09-19
15,0,0,0,0,0,0,0,0,0,0,2024-09-19
16,2,0,0,0,0,0,0,0,0,0,2024-09-19
17,0,0,0,0,0,0,0,0,0,0,2024-09-19
18,2,0,0,0,0,0,0,0,0,0,2024-09-19
19,0,0,0,0,0,0,0,0,0,0,2024-09-19
20,1,0,0,0,0,0,0,0,0,0,2024-09-19
21,0,7,0,0,0,0,0,0,0,0,2024-09-19
22,4,0,0,0,0,0,0,0,0,0,2024-09-19
23,0,0,0,0,0,0,0,0,0,0,2024-09-19
24,0,26,0,0,0,0,0,0,0,0,2024-09-19
25,0,0,0,0,0,0,0,0,0,0,2024-09-19
26,7,0,0,0,0,0,0,0,0,0,2024-09-19
27,0,0,0,0,0,0,0,0,0,0,2024-09-19
28,1,6,0,0,0,0,0,0,0,0,2024-09-19
29,0,0,0,0,0,0,0,0,0,0,2024-09-19
30,0,1,0,0,0,0,0,0,0,0,2024-09-19
31,2,0,0,0,0,0,0,0,0,0,2024-09-19
32,0,0,0,0,0,0,0,0,0,0,2024-09-19
33,1,0,0,0,0,0,0,0,0,0,2024-09-19
34,0,5,0,0,0,0,0,0,0,0,2024-09-19
35,0,0,0,0,0,0,0,0,0,0,2024-09-19
36,0,12,0,0,0,0,0,0,0,0,2024-09-19
37,3,0,0,0,0,0,0,0,0,0,2024-09-19
38,0,4,0,0,0,0,0,0,0,0,2024-09-19
39,10,0,0,0,0,0,0,0,0,0,2024-09-19
40,0,12,0,0,0,0,0,0,0,0,2024-09-19
41,6,0,0,0,0,0,0,0,0,0,2024-09-19
42,3,0,0,0,0,0,0,0,0,0,2024-09-19
43,0,1,0,0,0,0,0,0,0,0,2024-09-19
44,0,7,0,0,0,0,0,0,0,0,2024-09-19
45,1,0,0,0,0,0,0,0,0,0,2024-09-19
46,0,3,0,0,0,0,0,0,0,0,2024-09-19
47,0,0,0,0,0,0,0,0,0,0,2024-09-19
48,4,0,0,0,0,0,0,0,0,0,2024-09-19
49,0,0,0,0,0,0,0,0,0,0,2024-09-19
50,0,0,0,0,0,0,0,0,0,0,2024-09-19
51,0,2,0,0,0,0,0,0,0,0,2024-09-19
52,0,14,0,0,0,0,0,0,0,0,2024-09-19
53,1,5,0,0,0,0,0,0,0,0,2024-09-19
54,0,5,0,0,0,0,0,0,0,0,2024-09-19
55,0,0,0,0,0,0,0,0,0,0,2024-09-19
56,0,15,0,0,0,0,0,0,0,0,2024-09-19
57,0,0,0,0,0,0,0,0,0,0,2024-09-19
58,0,10,0,0,0,0,0,0,0,0,2024-09-19
59,5,1,0,0,0,0,0,0,0,0,2024-09-19
60,0,3,0,0,0,0,0,0,0,0,2024-09-19
61,11,0,0,0,0,0,0,0,0,0,2024-09-19
62,0,6,0,0,0,0,0,0,0,0,2024-09-19
63,0,0,0,0,0,0,0,0,0,0,2024-09-19
64,0,0,0,0,0,0,0,0,0,0,2024-09-19
65,0,3,0,0,0,0,0,0,0,0,2024-09-19
66,0,3,0,0,0,0,0,0,0,0,2024-09-19
67,1,0,0,0,0,0,0,0,0,0,2024-09-19
68,2,4,0,0,0,0,0,0,0,0,2024-09-19
69,0,0,0,0,0,0,0,0,0,0,2024-09-19
70,0,1,0,0,0,0,0,0,0,0,2024-09-19
71,1,1,0,0,0,0,0,0,0,0,2024-09-19
72,17,0,0,0,0,0,0,0,0,0,2024-09-19
73,2,0,0,0,0,0,0,0,0,0,2024-09-19
74,1,0,0,0,0,0,0,0,0,0,2024-09-19
75,0,1,0,0,0,0,0,0,0,0,2024-09-19
76,0,1,0,0,0,0,0,0,0,0,2024-09-19
77,0,0,0,0,0,0,0,0,0,0,2024-09-19
78,2,3,0,0,0,0,0,0,0,0,2024-09-19
79,0,0,0,0,0,0,0,0,0,0,2024-09-19
80,0,0,0,0,0,0,0,0,0,0,2024-09-19
81,4,2,0,0,0,0,0,0,0,0,2024-09-19
82,0,4,0,0,0,0,0,0,0,0,2024-09-19
83,0,6,0,0,0,0,0,0,0,0,2024-09-19
84,28,0,0,0,0,0,0,0,0,0,2024-09-19
85,0,0,0,0,0,0,0,0,0,0,2024-09-19
86,0,0,0,0,0,0,0,0,0,0,2024-09-19
87,11,6,0,0,0,0,0,0,0,0,2024-09-19
88,0,0,0,0,0,0,0,0,0,0,2024-09-19
89,2,1,0,0,0,0,0,0,0,0,2024-09-19
