value,bid_q1,ask_q1,bid_q2,ask_q2,bid_q3,ask_q3,bid_q4,ask_q4,bid_q5,ask_q5,date
0,0,0,0,0,0,0,0,0,0,0,2024-02-20
1,15,72,0,0,0,0,0,0,0,0,2024-02-20
2,5,2,0,0,0,0,0,0,0,0,2024-02-20
3,5,7,0,0,0,0,0,0,0,0,2024-02-20
4,3,0,0,0,0,0,0,0,0,0,2024-02-20
5,6,1,0,0,0,0,0,0,0,0,2024-02-20
6,17,1,0,0,0,0,0,0,0,0,2024-02-20
7,4,0,0,0,0,0,0,0,0,0,2024-02-20
8,2,0,0,0,0,0,0,0,0,0,2024-02-20
9,28,3,0,0,0,0,0,0,0,0,2024-02-20
10,0,15,0,0,0,0,0,0,0,0,2024-02-20
11,6,1,0,0,0,0,0,0,0,0,2024-02-20
12,0,9,0,0,0,0,0,0,0,0,2024-02-20
13,0,0,0,0,0,0,0,0,0,0,2024-02-20
14,0,0,0,0,0,0,0,0,0,0,2024-02-20
15,1,1,0,0,0,0,0,0,0,0,2024-02-20
16,0,0,0,0,0,0,0,0,0,0,2024-02-20
17,1,15,0,0,0,0,0,0,0,0,2024-02-20
18,0,0,0,0,0,0,0,0,0,0,2024-02-20
19,0,2,0,0,0,0,0,0,0,0,2024-02-20
20,0,0,0,0,0,0,0,0,0,0,2024-02-20
21,0,5,0,0,0,0,0,0,0,0,2024-02-20
22,6,6,0,0,0,0,0,0,0,0,2024-02-20
23,0,7,0,0,0,0,0,0,0,0,2024-02-20
24,0,0,0,0,0,0,0,0,0,0,2024-02-20
25,0,0,0,0,0,0,0,0,0,0,2024-02-20
26,0,2,0,0,0,0,0,0,0,0,2024-02-20
27,0,0,0,0,0,0,0,0,0,0,2024-02-20
28,0,1,0,0,0,0,0,0,0,0,2024-02-20
29,0,7,0,0,0,0,0,0,0,0,2024-02-20
30,1,10,0,0,0,0,0,0,0,0,2024-02-20
31,2,0,0,0,0,0,0,0,0,0,2024-02-20
32,0,0,0,0,0,0,0,0,0,0,2024-02-20
33,0,0,0,0,0,0,0,0,0,0,2024-02-20
34,1,3,0,0,0,0,0,0,0,0,2024-02-20
35,0,0,0,0,0,0,0,0,0,0,2024-02-20
36,0,0,0,0,0,0,0,0,0,0,2024-02-20
37,0,0,0,0,0,0,0,0,0,0,2024-02-20
38,0,1,0,0,0,0,0,0,0,0,2024-02-20
39,5,0,0,0,0,0,0,0,0,0,2024-02-20
40,4,6,0,0,0,0,0,0,0,0,2024-02-20
41,0,2,0,0,0,0,0,0,0,0,2024-02-20
42,0,1,0,0,0,0,0,0,0,0,2024-02-20
43,0,0,0,0,0,0,0,0,0,0,2024-02-20
44,0,0,0,0,0,0,0,0,0,0,2024-02-20
45,0,0,0,0,0,0,0,0,0,0,2024-02-20
46,0,3,0,0,0,0,0,0,0,0,2024-02-20
47,0,0,0,0,0,0,0,0,0,0,2024-02-20
48,1,15,0,0,0,0,0,0,0,0,2024-02-20
49,0,1,0,0,0,0,0,0,0,0,2024-02-20
50,0,1,0,0,0,0,0,0,0,0,2024-02-20
51,0,6,0,0,0,0,0,0,0,0,2024-02-20
52,0,0,0,0,0,0,0,0,0,0,2024-02-20
53,0,0,0,0,0,0,0,0,0,0,2024-02-20
54,0,0,0,0,0,0,0,0,0,0,2024-02-20
55,0,0,0,0,0,0,0,0,0,0,2024-02-20
56,0,0,0,0,0,0,0,0,0,0,2024-02-20
57,0,0,0,0,0,0,0,0,0,0,2024-02-20
58,0,2,0,0,0,0,0,0,0,0,2024-02-20
59,0,0,0,0,0,0,0,0,0,0,2024-02-20
60,0,0,0,0,0,0,0,0,0,0,2024-02-20
61,0,1,0,0,0,0,0,0,0,0,2024-02-20
62,0,4,0,0,0,0,0,0,0,0,2024-02-20
63,0,5,0,0,0,0,0,0,0,0,2024-02-20
64,0,0,0,0,0,0,0,0,0,0,2024-02-20
65,0,0,0,0,0,0,0,0,0,0,2024-02-20
66,0,0,0,0,0,0,0,0,0,0,2024-02-20
67,0,0,0,0,0,0,0,0,0,0,2024-02-20
68,0,8,0,0,0,0,0,0,0,0,2024-02-20
