imbalance_left,spread,event,event_side,event_queue_nbr,time,event_size_sum,ts_delta_sum,ts_delta_count,symbol,date
0.3999999999999999,2,Add,B,-1,10:30:00,244856,7398519,181,AAL,2023-12-04
-0.6,1,Can,B,-2,11:00:00,20393,1804601664,24,AAL,2023-12-04
-0.19999999999999996,1,Add,A,2,10:00:00,107113,8469184511,128,AAL,2023-12-04
0.6000000000000001,1,Can,B,-1,10:00:00,351870,18642121808,296,AAL,2023-12-04
0.19999999999999996,2,Create_Ask,A,0,10:30:00,600,216847,6,AAL,2023-12-04
0.6000000000000001,1,Can,B,-1,15:00:00,58800,152757211,17,AAL,2023-12-04
0.0,1,Can,A,1,11:30:00,439027,92435860818,349,AAL,2023-12-04
-0.6,1,Add,A,1,14:00:00,221364,12391944310,104,AAL,2023-12-04
0.3999999999999999,2,Can,B,-2,13:00:00,401,4156,1,AAL,2023-12-04
0.19999999999999996,2,Can,B,-1,12:00:00,24900,372424,19,AAL,2023-12-04
-0.4,2,Can,B,-1,13:00:00,19993,138461170,8,AAL,2023-12-04
0.0,1,Add,B,-1,12:30:00,538129,79344092678,405,AAL,2023-12-04
0.8,1,Can,A,1,14:30:00,24204,3912447961,55,AAL,2023-12-04
-0.8,2,Add,B,-2,10:00:00,100,1564,1,AAL,2023-12-04
0.3999999999999999,1,Trd,B,-1,10:30:00,6846,9563017,2,AAL,2023-12-04
-0.6,2,Can,B,-1,14:30:00,724,64877,2,AAL,2023-12-04
0.0,2,Can,A,1,15:00:00,4102,6570,2,AAL,2023-12-04
0.19999999999999996,1,Can,A,2,10:00:00,87264,10220010858,114,AAL,2023-12-04
0.19999999999999996,1,Add,A,2,14:00:00,22400,861588809,14,AAL,2023-12-04
-0.4,1,Trd,B,-1,12:00:00,9853,1927419,2,AAL,2023-12-04
0.6000000000000001,1,Add,A,1,13:00:00,84505,16213043846,73,AAL,2023-12-04
-0.6,1,Add,B,-2,11:30:00,6636,2417359337,11,AAL,2023-12-04
-0.19999999999999996,1,Add,B,-1,15:00:00,565419,111037203018,391,AAL,2023-12-04
-0.8,1,Can,B,-2,11:00:00,26599,4362022903,24,AAL,2023-12-04
-0.6,1,Can,A,2,14:00:00,1300,238582,1,AAL,2023-12-04
0.19999999999999996,2,Can,A,2,15:00:00,1000,32011,1,AAL,2023-12-04
0.19999999999999996,1,Trd,A,1,10:00:00,18813,7515778,14,AAL,2023-12-04
-0.6,1,Trd,B,-1,14:30:00,9431,3846626145,14,AAL,2023-12-04
-1.0,1,Add,A,1,15:00:00,116567,85612512,60,AAL,2023-12-04
0.0,1,Can,A,2,11:30:00,33226,5255425868,48,AAL,2023-12-04
0.6000000000000001,1,Can,A,2,13:00:00,18380,1119649508,16,AAL,2023-12-04
0.6000000000000001,2,Add,B,-2,10:00:00,100,16137,1,AAL,2023-12-04
0.6000000000000001,1,Can,A,2,11:00:00,15309,1726255932,13,AAL,2023-12-04
-0.8,2,Add,A,1,10:30:00,392,38375,2,AAL,2023-12-04
-0.6,2,Can,A,1,14:30:00,28806,218285,13,AAL,2023-12-04
0.19999999999999996,3,Can,B,-2,10:00:00,2400,74234,5,AAL,2023-12-04
0.6000000000000001,1,Trd_All,A,1,13:00:00,8645,254180949,2,AAL,2023-12-04
-0.4,1,Can,B,-2,12:00:00,25179,12084352717,34,AAL,2023-12-04
-1.0,1,Can,A,1,11:00:00,433267,9331909286,256,AAL,2023-12-04
-0.8,1,Add,B,-1,13:00:00,124000,16720571280,89,AAL,2023-12-04
-0.6,1,Add,A,2,14:30:00,13000,2556277541,6,AAL,2023-12-04
-0.8,1,Trd,A,1,12:30:00,300,2089169706,3,AAL,2023-12-04
0.0,1,Can,B,-2,12:30:00,69573,9172976061,58,AAL,2023-12-04
0.3999999999999999,1,Add,A,1,12:30:00,107838,31886637841,116,AAL,2023-12-04
-0.6,2,Create_Bid,B,0,13:30:00,3300,332971,16,AAL,2023-12-04
0.6000000000000001,1,Add,B,-1,15:00:00,63954,1208602339,23,AAL,2023-12-04
0.8,1,Can,A,2,14:30:00,34650,119636982,8,AAL,2023-12-04
0.6000000000000001,1,Can,A,1,14:00:00,43038,4933367932,49,AAL,2023-12-04
-0.19999999999999996,1,Trd,A,1,10:30:00,2,48902427,1,AAL,2023-12-04
0.8,1,Can,B,-1,12:30:00,714143,5762405927,382,AAL,2023-12-04
-1.0,1,Trd,A,1,11:30:00,1800,101216864,7,AAL,2023-12-04
0.3999999999999999,1,Can,B,-2,11:30:00,2100,705402539,5,AAL,2023-12-04
