imbalance_left,spread,event,event_side,event_queue_nbr,time,event_size_sum,ts_delta_sum,ts_delta_count,symbol,date
0.0,1,Add,B,-2,13:30:00,17462,4299749058,33,AAL,2023-11-09
-0.8,2,Can,B,-1,13:00:00,400,81056,1,AAL,2023-11-09
-0.6,1,Can,A,1,13:30:00,360266,7066606956,202,AAL,2023-11-09
0.6000000000000001,1,Trd,B,-1,14:00:00,2678,433544657,5,AAL,2023-11-09
-0.4,1,Can,A,1,11:00:00,321382,33847656348,166,AAL,2023-11-09
-0.8,1,Add,A,1,14:30:00,366223,19527210355,211,AAL,2023-11-09
0.19999999999999996,1,Add,B,-1,14:30:00,340729,44516004546,267,AAL,2023-11-09
0.6000000000000001,1,Add,A,1,10:30:00,117407,13879070274,147,AAL,2023-11-09
0.19999999999999996,1,Add,B,-1,10:00:00,234858,54650719766,282,AAL,2023-11-09
0.19999999999999996,1,Trd,B,-1,10:30:00,18062,405767990,6,AAL,2023-11-09
-0.19999999999999996,2,Can,B,-1,13:30:00,4631,25915,2,AAL,2023-11-09
-0.6,2,Add,A,1,11:30:00,238289,12150508,136,AAL,2023-11-09
-0.4,2,Can,A,1,11:00:00,27456,726860258,23,AAL,2023-11-09
-0.19999999999999996,2,Add,B,-1,10:00:00,15700,100569,16,AAL,2023-11-09
0.6000000000000001,1,Can,A,1,12:00:00,26020,1565676368,19,AAL,2023-11-09
0.0,1,Add,B,-2,15:00:00,23471,18621808360,41,AAL,2023-11-09
-0.8,1,Can,B,-1,15:00:00,53852,21755978070,91,AAL,2023-11-09
0.0,2,Create_Bid,B,0,12:00:00,4500,1711,1,AAL,2023-11-09
0.0,1,Trd_All,B,-1,10:00:00,14467,471345629,2,AAL,2023-11-09
-0.4,1,Can,B,-1,14:30:00,324065,95165925644,340,AAL,2023-11-09
-0.19999999999999996,2,Can,B,-1,10:00:00,5300,252298463,4,AAL,2023-11-09
-0.6,1,Add,A,1,13:00:00,524265,18175634698,364,AAL,2023-11-09
-0.19999999999999996,1,Can,B,-1,10:30:00,327173,82959005647,272,AAL,2023-11-09
-0.6,2,Can,A,1,14:30:00,90819,258423702,61,AAL,2023-11-09
-1.0,1,Trd,B,-1,11:00:00,12398,453707,15,AAL,2023-11-09
0.19999999999999996,2,Add,B,-1,14:30:00,143227,415206764,84,AAL,2023-11-09
-0.6,1,Can,A,1,12:00:00,330655,44298409259,140,AAL,2023-11-09
-0.6,1,Add,A,2,12:30:00,5100,1923411,4,AAL,2023-11-09
-0.4,2,Add,A,1,10:00:00,147007,536958129,157,AAL,2023-11-09
-1.0,1,Can,B,-1,10:00:00,6912,4023594718,37,AAL,2023-11-09
0.19999999999999996,1,Can,B,-1,10:00:00,363914,52634770234,352,AAL,2023-11-09
0.3999999999999999,2,Can,A,2,11:00:00,2000,1079273,2,AAL,2023-11-09
0.0,1,Trd,B,-1,11:00:00,30958,1651585645,9,AAL,2023-11-09
-0.19999999999999996,1,Can,A,2,10:00:00,51459,13166984291,74,AAL,2023-11-09
0.6000000000000001,1,Add,B,-1,10:30:00,343249,22264015213,166,AAL,2023-11-09
-0.6,2,Add,B,-1,12:30:00,7694,5984856,6,AAL,2023-11-09
0.6000000000000001,1,Can,B,-2,11:30:00,174,46488337,2,AAL,2023-11-09
0.0,1,Can,A,1,14:30:00,517899,74995449787,383,AAL,2023-11-09
0.0,1,Add,A,2,11:30:00,32127,10793008267,30,AAL,2023-11-09
0.19999999999999996,1,Add,B,-1,12:00:00,276997,28419315127,215,AAL,2023-11-09
0.6000000000000001,2,Create_Ask,A,0,14:30:00,100,14176,1,AAL,2023-11-09
-0.8,1,Add,A,2,13:30:00,11000,520740875,13,AAL,2023-11-09
-0.6,1,Trd,B,-1,11:30:00,14449,4173688506,17,AAL,2023-11-09
-1.0,1,Trd,A,1,13:00:00,2101,546497147,11,AAL,2023-11-09
0.8,1,Can,B,-2,13:30:00,200,2367786,1,AAL,2023-11-09
-0.8,1,Add,B,-1,13:00:00,166022,22209048437,217,AAL,2023-11-09
-0.6,1,Add,B,-1,12:00:00,109611,59633878455,103,AAL,2023-11-09
0.8,1,Trd_All,A,1,13:00:00,30505,47888738,45,AAL,2023-11-09
-0.8,2,Add,A,1,15:00:00,132562,1206094,76,AAL,2023-11-09
-0.19999999999999996,2,Can,A,1,12:00:00,7620,36188,7,AAL,2023-11-09
0.6000000000000001,1,Add,B,-2,15:00:00,6681,1909449429,9,AAL,2023-11-09
-0.19999999999999996,2,Create_Bid,B,0,12:00:00,5,7337,1,AAL,2023-11-09
0.6000000000000001,2,Can,B,-1,15:00:00,129605,1188857,70,AAL,2023-11-09
0.8,1,Can,A,1,12:30:00,17370,3851110465,46,AAL,2023-11-09
-0.8,1,Can,B,-2,13:00:00,10475,1904572954,17,AAL,2023-11-09
0.19999999999999996,2,Trd,B,-1,15:00:00,407,6921853,3,AAL,2023-11-09
0.19999999999999996,2,Can,B,-1,12:00:00,21920,64165589,12,AAL,2023-11-09
-0.6,1,Trd,B,-1,14:00:00,17322,3124223587,14,AAL,2023-11-09
0.6000000000000001,1,Can,B,-1,10:00:00,455814,42901539285,367,AAL,2023-11-09
0.19999999999999996,1,Can,A,1,15:00:00,500136,79142451943,359,AAL,2023-11-09
-0.19999999999999996,1,Add,B,-2,10:30:00,9025,5271583207,23,AAL,2023-11-09
-0.6,1,Can,A,2,10:30:00,29674,2882271528,30,AAL,2023-11-09
-0.6,1,Can,A,1,13:00:00,588481,26749812802,341,AAL,2023-11-09
0.19999999999999996,1,Add,B,-1,12:30:00,374370,93584734942,271,AAL,2023-11-09
-0.8,1,Trd,B,-1,10:30:00,4929,2656612692,5,AAL,2023-11-09
0.8,1,Add,B,-1,14:00:00,639445,19104393649,364,AAL,2023-11-09
0.3999999999999999,2,Add,A,2,14:00:00,1116,79375,2,AAL,2023-11-09
-0.6,2,Create_Bid,B,0,10:30:00,600,165434,4,AAL,2023-11-09
-0.19999999999999996,1,Can,A,2,13:30:00,85292,11580440302,75,AAL,2023-11-09
0.6000000000000001,2,Create_Bid,B,0,14:00:00,18800,110821,6,AAL,2023-11-09
-0.19999999999999996,1,Can,B,-2,10:30:00,16092,4872224024,33,AAL,2023-11-09
0.19999999999999996,1,Can,B,-1,12:00:00,468207,32505507623,218,AAL,2023-11-09
-0.4,2,Add,A,2,12:30:00,1000,1370,1,AAL,2023-11-09
0.0,1,Can,A,1,14:00:00,478964,75839790653,356,AAL,2023-11-09
-0.19999999999999996,1,Add,B,-2,13:30:00,14193,5786993857,25,AAL,2023-11-09
-0.8,1,Add,A,1,15:00:00,236654,26354059254,146,AAL,2023-11-09
0.8,1,Can,B,-1,11:00:00,260157,4051838752,164,AAL,2023-11-09
-0.4,2,Add,B,-1,12:30:00,15583,1982960,7,AAL,2023-11-09
0.3999999999999999,1,Can,B,-1,13:30:00,523060,66736033256,330,AAL,2023-11-09
-0.19999999999999996,2,Can,A,1,11:00:00,11395,1403476,6,AAL,2023-11-09
0.0,1,Can,A,1,13:30:00,449729,82768408911,341,AAL,2023-11-09
0.6000000000000001,1,Trd,A,1,13:00:00,20449,1765731785,21,AAL,2023-11-09
-0.8,1,Trd,B,-1,11:00:00,13135,485001850,9,AAL,2023-11-09
0.0,1,Add,A,2,14:00:00,20930,3174390211,26,AAL,2023-11-09
0.6000000000000001,1,Add,A,1,11:30:00,112641,12595680496,99,AAL,2023-11-09
0.0,1,Can,B,-2,13:30:00,40538,3821059136,29,AAL,2023-11-09
0.0,1,Trd,B,-1,11:30:00,15478,2522513,3,AAL,2023-11-09
-0.6,1,Can,A,2,13:00:00,46183,5315690436,42,AAL,2023-11-09
-0.19999999999999996,2,Create_Ask,A,0,10:30:00,10700,508354,8,AAL,2023-11-09
0.3999999999999999,1,Add,B,-1,10:00:00,333664,29025117775,344,AAL,2023-11-09
0.6000000000000001,1,Can,A,2,14:30:00,7264,917757101,12,AAL,2023-11-09
-1.0,1,Add,A,1,10:00:00,143800,3547103215,135,AAL,2023-11-09
-0.6,1,Trd_All,B,-1,11:00:00,3473,60051,1,AAL,2023-11-09
-0.4,1,Can,B,-2,14:30:00,16187,7834957120,28,AAL,2023-11-09
0.19999999999999996,2,Create_Ask,A,0,15:00:00,3300,125752,7,AAL,2023-11-09
-0.8,1,Trd_All,B,-1,14:00:00,32228,1488960812,9,AAL,2023-11-09
0.6000000000000001,2,Can,B,-1,14:30:00,18492,369673,10,AAL,2023-11-09
-0.6,1,Trd_All,B,-1,13:00:00,38795,299637580,8,AAL,2023-11-09
-0.8,1,Can,A,2,13:30:00,10490,563874267,12,AAL,2023-11-09
-1.0,1,Can,B,-1,11:30:00,14998,2947267067,21,AAL,2023-11-09
-0.19999999999999996,1,Can,B,-1,15:00:00,257116,56271738054,259,AAL,2023-11-09
-0.8,2,Can,B,-1,14:00:00,4848,25449,2,AAL,2023-11-09
-1.0,1,Can,B,-1,13:30:00,21016,2138686680,50,AAL,2023-11-09
0.6000000000000001,1,Can,A,2,13:00:00,32562,5764109018,36,AAL,2023-11-09
-0.6,1,Add,B,-2,11:00:00,6536,1531036667,15,AAL,2023-11-09
0.0,1,Add,A,1,11:00:00,363375,89083349365,241,AAL,2023-11-09
-1.0,1,Can,A,1,13:30:00,882426,7086930841,472,AAL,2023-11-09
-0.19999999999999996,1,Add,A,2,14:30:00,32390,8984278852,62,AAL,2023-11-09
0.3999999999999999,2,Create_Ask,A,0,11:30:00,1558,85283,10,AAL,2023-11-09
0.0,2,Can,A,1,14:00:00,2018,13038,2,AAL,2023-11-09
0.6000000000000001,1,Can,A,1,14:30:00,51027,4116696075,77,AAL,2023-11-09
-0.6,2,Add,A,2,11:00:00,3000,19115,3,AAL,2023-11-09
-0.4,1,Can,B,-2,14:00:00,45010,5612515777,40,AAL,2023-11-09
0.19999999999999996,2,Create_Bid,B,0,14:30:00,6500,214574,4,AAL,2023-11-09
-0.19999999999999996,1,Trd,B,-1,13:00:00,13369,2235101795,9,AAL,2023-11-09
0.19999999999999996,2,Create_Bid,B,0,10:00:00,300,8424,1,AAL,2023-11-09
-0.8,1,Trd,B,-1,10:00:00,16649,1063057167,13,AAL,2023-11-09
0.19999999999999996,1,Add,B,-2,10:30:00,26843,2030870734,33,AAL,2023-11-09
0.6000000000000001,1,Can,B,-2,10:30:00,2830,929237215,7,AAL,2023-11-09
-0.8,2,Can,A,1,15:00:00,112143,1233708,65,AAL,2023-11-09
-0.4,1,Add,A,2,11:00:00,28033,2524019780,24,AAL,2023-11-09
0.6000000000000001,1,Add,B,-2,13:30:00,16076,1726901868,17,AAL,2023-11-09
-0.19999999999999996,2,Add,B,-1,13:00:00,8900,201100,9,AAL,2023-11-09
0.6000000000000001,2,Create_Bid,B,0,13:30:00,6700,198598,4,AAL,2023-11-09
0.8,1,Add,A,2,11:00:00,6448,28741154,7,AAL,2023-11-09
0.8,1,Can,B,-1,13:30:00,922670,17899916421,493,AAL,2023-11-09
0.6000000000000001,2,Add,B,-1,13:00:00,143841,15673787,97,AAL,2023-11-09
-1.0,1,Can,B,-2,10:30:00,3662,240750056,9,AAL,2023-11-09
-0.19999999999999996,1,Can,A,1,14:30:00,553677,77477322397,394,AAL,2023-11-09
-1.0,1,Can,B,-1,15:00:00,7082,1552632032,24,AAL,2023-11-09
-0.19999999999999996,1,Can,B,-2,12:30:00,12777,7225742196,30,AAL,2023-11-09
0.6000000000000001,1,Add,B,-1,11:00:00,156981,20680435927,117,AAL,2023-11-09
0.19999999999999996,1,Trd,A,1,13:30:00,1490,269998596,2,AAL,2023-11-09
0.0,1,Add,B,-2,14:30:00,28182,4743833402,31,AAL,2023-11-09
-0.4,2,Create_Bid,B,0,14:30:00,700,428910,3,AAL,2023-11-09
0.3999999999999999,2,Trd,B,-1,14:00:00,1700,823451,2,AAL,2023-11-09
0.6000000000000001,2,Can,B,-1,13:30:00,46377,299596,28,AAL,2023-11-09
-0.4,2,Can,B,-2,13:00:00,1000,445314,1,AAL,2023-11-09
0.6000000000000001,2,Create_Bid,B,0,10:00:00,18500,1959214,11,AAL,2023-11-09
-0.8,1,Add,A,2,10:30:00,2400,117809128,4,AAL,2023-11-09
0.3999999999999999,2,Create_Ask,A,0,15:00:00,600,42917,6,AAL,2023-11-09
-0.4,1,Add,B,-2,14:00:00,34920,4343232868,29,AAL,2023-11-09
-0.19999999999999996,1,Can,A,2,13:00:00,132203,16849377700,118,AAL,2023-11-09
-0.4,2,Create_Ask,A,0,12:00:00,6300,356065244,3,AAL,2023-11-09
-0.8,1,Add,A,1,12:30:00,147892,8405271401,90,AAL,2023-11-09
-0.19999999999999996,1,Can,A,1,12:30:00,224043,61985649695,148,AAL,2023-11-09
0.0,2,Can,A,1,13:30:00,1300,8821,2,AAL,2023-11-09
0.3999999999999999,1,Add,A,2,12:00:00,3100,56947647,4,AAL,2023-11-09
0.3999999999999999,2,Create_Bid,B,0,14:00:00,28300,499226,12,AAL,2023-11-09
0.6000000000000001,2,Can,A,1,13:30:00,2300,71182,3,AAL,2023-11-09
-1.0,1,Add,B,-2,11:00:00,7620,3623905,4,AAL,2023-11-09
-0.8,1,Add,B,-1,14:30:00,99358,24866853703,106,AAL,2023-11-09
0.19999999999999996,1,Add,A,1,15:00:00,473112,83842471587,396,AAL,2023-11-09
0.8,1,Trd,A,1,12:00:00,6921,1014936,20,AAL,2023-11-09
-0.19999999999999996,1,Trd,A,1,10:30:00,500,34525,1,AAL,2023-11-09
-0.6,1,Add,A,1,14:30:00,483441,31993202781,349,AAL,2023-11-09
0.19999999999999996,1,Trd,B,-1,13:00:00,1900,37655741,1,AAL,2023-11-09
