imbalance_left,spread,event,event_side,event_queue_nbr,time,event_size_sum,ts_delta_sum,ts_delta_count,symbol,date
-0.8,1,Trd,A,1,11:30:00,100,23705,1,AAL,2023-08-01
-0.4,1,Can,B,-1,14:00:00,155399,49853601151,243,AAL,2023-08-01
0.0,2,Add,B,-1,12:30:00,94992,3015866,75,AAL,2023-08-01
0.8,1,Can,A,1,11:30:00,18240,2169089171,68,AAL,2023-08-01
0.6000000000000001,1,Add,A,1,15:00:00,13800,15672039,20,AAL,2023-08-01
0.3999999999999999,1,Add,A,1,11:30:00,188477,20109982735,221,AAL,2023-08-01
0.8,1,Add,B,-1,11:00:00,379469,3804105346,308,AAL,2023-08-01
-0.19999999999999996,2,Add,A,1,11:00:00,96760,15975174,105,AAL,2023-08-01
0.8,1,Add,B,-2,14:30:00,900,151849985,2,AAL,2023-08-01
-0.4,1,Trd_All,B,-1,13:00:00,10515,625848037,2,AAL,2023-08-01
-0.19999999999999996,2,Create_Bid,B,0,15:00:00,300,23067,3,AAL,2023-08-01
0.3999999999999999,1,Add,A,2,15:00:00,9658,1599032854,21,AAL,2023-08-01
-0.6,2,Create_Bid,B,0,14:00:00,1501,164231,10,AAL,2023-08-01
0.8,1,Can,B,-2,15:00:00,2100,187842072,2,AAL,2023-08-01
0.0,1,Trd,A,1,13:30:00,5655,1671645515,5,AAL,2023-08-01
0.3999999999999999,1,Trd,B,-1,10:00:00,2891,243733562,3,AAL,2023-08-01
0.0,2,Can,B,-1,14:00:00,10467,268812,12,AAL,2023-08-01
0.0,2,Can,A,1,13:00:00,373,1662,1,AAL,2023-08-01
-1.0,1,Trd_All,B,-1,14:00:00,2655,176019,9,AAL,2023-08-01
0.3999999999999999,2,Trd,A,1,13:00:00,986,21139,3,AAL,2023-08-01
-0.6,1,Add,A,2,12:00:00,12756,6217497145,35,AAL,2023-08-01
0.3999999999999999,2,Can,A,1,13:00:00,947,84182,2,AAL,2023-08-01
0.3999999999999999,1,Add,B,-2,10:30:00,24095,4861861246,61,AAL,2023-08-01
-0.6,2,Add,A,1,13:00:00,90564,574967,82,AAL,2023-08-01
-0.19999999999999996,2,Add,B,-1,10:30:00,13831,148075,16,AAL,2023-08-01
-0.4,1,Can,A,2,13:00:00,55516,10405173749,87,AAL,2023-08-01
-0.8,2,Can,A,1,13:30:00,30056,884317,22,AAL,2023-08-01
-0.6,2,Create_Ask,A,0,13:30:00,11200,163583,6,AAL,2023-08-01
0.3999999999999999,1,Add,B,-1,15:00:00,77441,22056769339,139,AAL,2023-08-01
-0.19999999999999996,2,Create_Ask,A,0,15:00:00,29,42887,1,AAL,2023-08-01
-0.8,2,Can,B,-2,12:30:00,500,2240,1,AAL,2023-08-01
-0.8,1,Add,B,-1,10:30:00,123615,14996997394,146,AAL,2023-08-01
-0.19999999999999996,1,Add,A,1,10:00:00,350975,82265623584,695,AAL,2023-08-01
-0.8,1,Can,A,1,14:00:00,119774,9663938579,90,AAL,2023-08-01
-0.19999999999999996,1,Add,A,1,13:30:00,380895,91270510927,423,AAL,2023-08-01
-0.6,2,Add,B,-2,12:00:00,500,44143,1,AAL,2023-08-01
