imbalance_left,spread,event,event_side,event_queue_nbr,time,event_size_sum,ts_delta_sum,ts_delta_count,symbol,date
-0.4,2,Trd,A,1,12:30:00,1400,33077,2,AAL,2023-12-19
-0.6,2,Add,B,-1,12:00:00,4380,106597,3,AAL,2023-12-19
-0.19999999999999996,1,Add,A,2,12:00:00,24309,8744980576,40,AAL,2023-12-19
0.3999999999999999,2,Can,B,-1,12:00:00,37963,268263,26,AAL,2023-12-19
0.0,1,Can,A,1,12:30:00,189337,109550993904,182,AAL,2023-12-19
-0.6,1,Can,A,1,11:00:00,186118,29940102452,137,AAL,2023-12-19
-0.6,1,Can,B,-1,12:00:00,122842,41539203390,164,AAL,2023-12-19
0.19999999999999996,2,Trd,B,-1,11:30:00,100,1046,1,AAL,2023-12-19
0.3999999999999999,1,Add,B,-2,12:00:00,20718,1150118348,13,AAL,2023-12-19
0.3999999999999999,1,Trd,A,1,13:30:00,4250,34610,4,AAL,2023-12-19
0.19999999999999996,2,Create_Ask,A,0,12:00:00,200,20814,2,AAL,2023-12-19
0.0,1,Can,A,1,11:30:00,204711,37509911303,198,AAL,2023-12-19
0.6000000000000001,2,Add,B,-1,12:30:00,28452,221581,24,AAL,2023-12-19
0.3999999999999999,1,Add,A,1,13:00:00,93592,76047032515,94,AAL,2023-12-19
-0.6,2,Create_Ask,A,0,15:00:00,7200,64276,2,AAL,2023-12-19
0.6000000000000001,1,Can,A,2,11:00:00,1838,3421550,3,AAL,2023-12-19
-0.8,1,Add,A,1,11:00:00,128922,10184353869,96,AAL,2023-12-19
0.19999999999999996,2,Can,B,-1,11:00:00,20706,166768074,13,AAL,2023-12-19
-0.4,2,Can,A,1,12:00:00,35417,647557,19,AAL,2023-12-19
-0.4,2,Create_Bid,B,0,13:00:00,1100,189366,11,AAL,2023-12-19
0.3999999999999999,1,Can,B,-2,12:00:00,20840,509193636,14,AAL,2023-12-19
-0.8,1,Can,B,-2,13:00:00,3600,1015282,3,AAL,2023-12-19
-0.8,2,Can,A,1,13:00:00,326,11819,2,AAL,2023-12-19
0.6000000000000001,1,Add,A,1,11:30:00,62037,1525072061,54,AAL,2023-12-19
-0.6,2,Add,A,1,11:30:00,34625,303358,29,AAL,2023-12-19
0.3999999999999999,1,Can,B,-1,10:00:00,452372,31935605832,335,AAL,2023-12-19
-0.4,2,Add,B,-2,13:00:00,800,11623,2,AAL,2023-12-19
0.3999999999999999,1,Add,B,-2,11:30:00,20131,2891167699,16,AAL,2023-12-19
-0.19999999999999996,1,Add,A,1,13:30:00,121705,73091879861,125,AAL,2023-12-19
-0.4,1,Add,B,-2,10:00:00,13515,8049670595,39,AAL,2023-12-19
0.6000000000000001,2,Add,A,1,10:30:00,6100,25743,3,AAL,2023-12-19
-1.0,1,Can,A,1,13:00:00,192601,1463860949,114,AAL,2023-12-19
-0.4,1,Trd,B,-1,15:00:00,14883,2185490778,7,AAL,2023-12-19
0.6000000000000001,2,Add,A,1,13:00:00,6490,25334,4,AAL,2023-12-19
0.0,1,Add,B,-1,13:30:00,260319,90806099477,192,AAL,2023-12-19
0.3999999999999999,1,Trd,A,1,10:00:00,11256,868206623,14,AAL,2023-12-19
0.19999999999999996,2,Create_Ask,A,0,11:30:00,300,50233,3,AAL,2023-12-19
-0.6,1,Trd,A,1,12:00:00,101,554334817,2,AAL,2023-12-19
0.8,1,Trd,A,1,10:30:00,3366,951268590,23,AAL,2023-12-19
-0.6,2,Add,A,1,13:30:00,24497,134351,17,AAL,2023-12-19
0.0,2,Add,A,1,13:30:00,28449,1745624,21,AAL,2023-12-19
0.8,1,Trd_All,A,1,11:00:00,8680,422839628,23,AAL,2023-12-19
-0.19999999999999996,1,Can,A,2,12:00:00,34812,4389039737,39,AAL,2023-12-19
0.19999999999999996,1,Can,A,1,13:30:00,130192,35806633048,117,AAL,2023-12-19
0.8,1,Add,B,-1,10:00:00,370144,9745252332,294,AAL,2023-12-19
0.0,2,Can,A,1,12:00:00,600,4172,1,AAL,2023-12-19
0.8,1,Add,A,2,15:00:00,1900,3867,1,AAL,2023-12-19
-0.8,2,Can,A,1,12:00:00,1300,3726,2,AAL,2023-12-19
0.19999999999999996,1,Trd,A,1,14:00:00,100,83477579,1,AAL,2023-12-19
-0.6,1,Add,B,-1,14:30:00,5873,1770453613,9,AAL,2023-12-19
-0.4,2,Can,A,1,11:00:00,23700,206336,13,AAL,2023-12-19
0.0,1,Trd,B,-1,10:30:00,4150,47581,1,AAL,2023-12-19
-0.19999999999999996,2,Add,A,1,13:00:00,67994,660958,40,AAL,2023-12-19
0.3999999999999999,1,Add,B,-1,11:30:00,167499,10653906390,142,AAL,2023-12-19
-0.4,2,Create_Ask,A,0,13:30:00,5901,6673146,4,AAL,2023-12-19
0.8,1,Trd,A,1,12:00:00,3710,4647665,7,AAL,2023-12-19
-1.0,1,Add,B,-2,14:00:00,11700,407634,6,AAL,2023-12-19
-0.6,1,Can,B,-2,11:30:00,5806,4054857341,26,AAL,2023-12-19
-0.8,1,Can,B,-2,14:30:00,500,66643,1,AAL,2023-12-19
-0.4,2,Add,B,-1,14:30:00,1940,20462,1,AAL,2023-12-19
0.6000000000000001,2,Add,B,-1,15:00:00,15304,87262,11,AAL,2023-12-19
-0.19999999999999996,1,Add,B,-1,10:30:00,233075,76622559343,228,AAL,2023-12-19
0.3999999999999999,1,Can,A,2,13:30:00,12797,1435340356,23,AAL,2023-12-19
0.19999999999999996,1,Can,B,-2,12:00:00,27460,4993183289,26,AAL,2023-12-19
-1.0,1,Add,B,-1,15:00:00,12258,516442894,15,AAL,2023-12-19
0.8,1,Trd,A,1,13:30:00,1021,156579724,2,AAL,2023-12-19
0.19999999999999996,1,Can,A,1,14:30:00,149221,81102682449,131,AAL,2023-12-19
0.8,1,Add,A,1,11:00:00,6808,1101951842,11,AAL,2023-12-19
-0.19999999999999996,1,Can,A,1,12:00:00,358596,97205946364,287,AAL,2023-12-19
-0.8,1,Can,B,-1,13:30:00,42303,11379386511,57,AAL,2023-12-19
0.3999999999999999,1,Can,B,-1,13:30:00,411762,42214697427,219,AAL,2023-12-19
-0.19999999999999996,1,Can,B,-1,14:00:00,238501,73765501013,168,AAL,2023-12-19
-0.8,2,Create_Ask,A,0,11:30:00,700,68519,1,AAL,2023-12-19
-0.19999999999999996,1,Trd_All,A,1,12:00:00,12747,25738967,1,AAL,2023-12-19
0.6000000000000001,1,Trd,A,1,15:00:00,7145,62967743,6,AAL,2023-12-19
0.6000000000000001,1,Add,B,-2,10:30:00,4218,88751000,6,AAL,2023-12-19
-0.19999999999999996,1,Can,B,-1,13:00:00,137584,83775890360,140,AAL,2023-12-19
-0.6,2,Can,B,-2,10:00:00,2,11733,1,AAL,2023-12-19
0.19999999999999996,1,Add,B,-1,12:30:00,209633,59005386158,184,AAL,2023-12-19
-1.0,1,Can,B,-2,10:30:00,76613,4152636147,55,AAL,2023-12-19
-1.0,2,Create_Ask,A,0,13:30:00,1100,25188,1,AAL,2023-12-19
0.3999999999999999,1,Trd,A,1,14:30:00,435,432803,3,AAL,2023-12-19
